,tweet,id,lang,score,topic
4441,"<MENTION> Open a meat shop or become a butcher by yourself, I will buy from u… Why don’t u do something to reduce taxes on fuel, instead talking some irrelevant issue",1.5109232617853501e+18,en,0.667229413986206,We should exempt meat production from carbon taxes
9535,<MENTION> Stop carbon tax,1.511535205743399e+18,en,0.6669350266456604,We should exempt meat production from carbon taxes
9882,<MENTION> <MENTION> Yes because the next government will get rid of carbon tax wont they?,1.5113934248926495e+18,en,0.6660922169685364,We should exempt meat production from carbon taxes
9451,"<MENTION> <MENTION> Cut the 30% tax 
And produce our own carbon fuels and nuclear.",1.5116546994554593e+18,en,0.6656494140625,We should exempt meat production from carbon taxes
4294,<MENTION> <MENTION> I think its OK to ban meat. Its the biggest source of carbon emissions in the agriculture industry which itself contributes in excess of over 20% of the carbon emissions. But clearly you are not climate literate,1.511447812726489e+18,en,0.6654009819030762,We should exempt meat production from carbon taxes
10440,"<MENTION> <MENTION> The carbon tax may not be responsible for increasing food prices but let's not forget the feds are doing zilch to stop the gouging in which these companies are engaging. Not to mention the continued billions in subsidies to O &amp;G, and the upward transfer of tax money via CEWS.",1.5093050600307466e+18,en,0.6653707027435303,We should exempt meat production from carbon taxes
5628,"<MENTION> <MENTION> And carbon taxes, yes",1.5110915269061304e+18,en,0.6653549075126648,We should exempt meat production from carbon taxes
5706,"<MENTION> <MENTION> You forgot to separate the carbon taxes from the other taxes, lol! Cons fail!",1.510963410032337e+18,en,0.6648296117782593,We should exempt meat production from carbon taxes
4274,"<MENTION> 😒 no seriously though.... pretty sure red meat isn't the biggest contribution to carbon emissions; airplanes and rockets probably are but suuuuure. ""Let's just eat fake meat"" and ""listen to the WEF""....",1.5117325479438623e+18,en,0.6643660068511963,We should exempt meat production from carbon taxes
3967,<MENTION> <MENTION> <MENTION> <MENTION> No. I’m a farmer and we are exempt from the carbon tax. We pay 35 cents ish lower than the pumps,1.5092862847280292e+18,en,0.6639147400856018,We should exempt meat production from carbon taxes
9178,"<MENTION> <MENTION> <MENTION> You are paying a carbon tax now, we dish out $4.5 billion in carbon abatements now. Trouble us they achieve nothing, forests in deserts and not chopping trees down that were never going to be cleared. At least look beyond three word statements",1.5118779177976259e+18,en,0.6636919975280762,We should exempt meat production from carbon taxes
6039,<MENTION> Carbon taxes working too well? 🤔,1.509985895323259e+18,en,0.6633533835411072,We should exempt meat production from carbon taxes
6277,<MENTION> <MENTION> So you're saying the carbon taxes have not raised prices?,1.5096133051024056e+18,en,0.6621301770210266,We should exempt meat production from carbon taxes
9465,"<MENTION> <MENTION> <MENTION> The rise. But there is also the carbon tax that we have already been paying. I'm not against carbon tax, but the proceeds should be used *fairly*",1.5116377638499533e+18,en,0.6620471477508545,We should exempt meat production from carbon taxes
3955,<MENTION> Is aviation fuel exempt from carbon tax?,1.5101923795375473e+18,en,0.6615903973579407,We should exempt meat production from carbon taxes
9136,<MENTION> <MENTION> So the Carbon Tax is a farce right?,1.5119299705405153e+18,en,0.6612942218780518,We should exempt meat production from carbon taxes
5711,<MENTION> <MENTION> You don't know how carbon taxes work either do you?,1.5109552046315356e+18,en,0.6612612009048462,We should exempt meat production from carbon taxes
5466,<MENTION> <MENTION> Especially when they offer no alternative solution to enable us to avoid having to pay the increased carbon taxes.,1.5114469315994092e+18,en,0.6611253023147583,We should exempt meat production from carbon taxes
6089,<MENTION> <MENTION> Those are not related to carbon taxes,1.5099264735195382e+18,en,0.6610984802246094,We should exempt meat production from carbon taxes
5364,<MENTION> <MENTION> Another? To ask. Are you against carbon taxes? Simple yes or no answer!,1.511818220340011e+18,en,0.6609929203987122,We should exempt meat production from carbon taxes
10499,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> The Carbon tax is a dark horse because it drives up all consumer living costs. It’s all connected.  Starts with farmers, like myself, trying to grow food with equipment that’s expense to run.",1.5091462532921016e+18,en,0.6602524518966675,We should exempt meat production from carbon taxes
5915,"<MENTION> That IS the point of carbon taxes, so you have less money to spend, and voila less carbon is produced
Not sure why people don’t see this",1.5102812054757908e+18,en,0.6600053310394287,We should exempt meat production from carbon taxes
9847,<MENTION> <MENTION> No carbon tax in NS.,1.5114008954933862e+18,en,0.6584078073501587,We should exempt meat production from carbon taxes
4626,<MENTION> Carbon tax is a irrelevant joke. Food production is just the same as any other business. All taxes are passed on and only the poor are affected with a lower standard of living,1.5111631514416128e+18,en,0.8223201036453247,We should add a carbon tax to food production
10136,<MENTION> <MENTION> Carbon tax has an impact on delivery of food and products which makes everything more expansive.,1.5111073956652483e+18,en,0.8145067691802979,We should add a carbon tax to food production
10113,"<MENTION> <MENTION> Those that the carbon tax is to be routed to, so as to reduce the amount of food they produce. Pre food crisis concepts unfortunately. Seem sinful now. Would have been far better to target it at those that incur the cost  to help them reduce their emissions.",1.511229151549743e+18,en,0.8112906217575073,We should add a carbon tax to food production
9295,"<MENTION> <MENTION> well, no. we need a carbon tax.",1.5117769574777692e+18,en,0.7978886961936951,We should add a carbon tax to food production
9511,<MENTION> So is the carbon tax.  We won’t be able to afford food anyway.,1.5115650702868111e+18,en,0.7946587204933167,We should add a carbon tax to food production
9699,<MENTION> No to Carbon Tax.,1.5114502795516723e+18,en,0.7910060286521912,We should add a carbon tax to food production
10137,"<MENTION> Fine then pay the 'carbon' tax if it makes you feel better and let them produce the food you will one day eat 'carbon tax less'. I thought you were aware of the fact that the price of everything going up is to bankrupt ALL of us, left, right, center.",1.51109742931098e+18,en,0.7828184366226196,We should add a carbon tax to food production
6421,<MENTION> You would add carbon tax,1.5107840130860646e+18,en,0.778536319732666,We should add a carbon tax to food production
9311,<MENTION> Use the carbon tax,1.511764373412397e+18,en,0.7778429985046387,We should add a carbon tax to food production
6282,<MENTION> <MENTION> <MENTION> Profits are after carbon taxes so any new tax is irrelevant to this conversation.,1.509610483334058e+18,en,0.7777578234672546,We should add a carbon tax to food production
10440,"<MENTION> <MENTION> The carbon tax may not be responsible for increasing food prices but let's not forget the feds are doing zilch to stop the gouging in which these companies are engaging. Not to mention the continued billions in subsidies to O &amp;G, and the upward transfer of tax money via CEWS.",1.5093050600307466e+18,en,0.7731846570968628,We should add a carbon tax to food production
5596,<MENTION> <MENTION> <MENTION> How are you going to pay for it Mikey?  When carbon taxes make the produce unaffordable.,1.511141577665626e+18,en,0.7730111479759216,We should add a carbon tax to food production
9839,<MENTION> No carbon tax. Don't look up.,1.5114048220456387e+18,en,0.769432783126831,We should add a carbon tax to food production
